Search_Category,Search_Time,Search_Word,id
한식,2019-06-07 16:23:03.441027,된장찌개,0
한식,2019-06-08 23:16:55.769776,된장찌개,0
한식,2019-06-09 00:37:45.106820,불고기,0
한식,2019-06-09 10:07:32.072687,떡갈비,0
한식,2019-06-09 11:53:38.544892,김치전,0
한식,2019-06-09 14:26:39.035447,떡갈비,0
한식,2019-06-10 00:54:27.323343,떡갈비,0
한식,2019-06-10 02:40:17.745629,김치전,0
한식,2019-06-10 03:53:32.057387,떡갈비,0
한식,2019-06-10 07:28:54.989442,김치전,0
한식,2019-06-10 07:54:22.780553,불고기,0
한식,2019-06-10 08:07:47.244600,떡갈비,0
한식,2019-06-10 08:46:44.794224,김치전,0
한식,2019-06-10 10:50:24.761629,떡갈비,0
한식,2019-06-10 17:42:40.088044,떡갈비,0
한식,2019-06-10 21:45:09.538075,불고기,0
한식,2019-06-11 02:02:04.215954,김치전,0
한식,2019-06-11 02:45:03.208565,불고기,0
한식,2019-06-11 04:53:00.133764,떡갈비,0
한식,2019-06-11 07:30:14.973614,김치전,0
한식,2019-06-11 13:48:08.003170,떡갈비,0
한식,2019-06-11 18:25:20.899995,불고기,0
한식,2019-06-11 20:29:16.571954,김치전,0
한식,2019-06-11 20:55:01.158353,떡갈비,0
한식,2019-06-11 21:59:29.701228,김치전,0
한식,2019-06-11 23:16:02.632058,김치전,0
한식,2019-06-12 03:49:03.249952,떡갈비,0
한식,2019-06-12 04:54:18.098068,불고기,0
한식,2019-06-12 05:43:08.174062,떡갈비,0
한식,2019-06-12 14:00:25.631675,떡갈비,0
한식,2019-06-12 22:35:49.772804,떡갈비,0
한식,2019-06-12 23:06:02.570806,불고기,0
한식,2019-06-13 00:14:17.740117,김치전,0
한식,2019-06-13 00:26:48.575911,불고기,0
한식,2019-06-13 01:08:48.273258,떡갈비,0
한식,2019-06-13 03:31:36.740230,떡갈비,0
한식,2019-06-13 09:55:21.344776,불고기,0
한식,2019-06-13 10:37:44.555814,김치전,0
한식,2019-06-13 12:10:51.363779,떡갈비,0
한식,2019-06-13 12:44:22.933294,김치전,0
한식,2019-06-13 12:53:34.711331,떡갈비,0
한식,2019-06-13 18:36:54.558506,김치전,0
한식,2019-06-13 21:41:44.263267,불고기,0
한식,2019-06-14 02:29:12.549840,불고기,0
한식,2019-06-14 21:15:50.689138,김치전,0
한식,2019-06-14 23:32:41.322622,떡갈비,0
한식,2019-06-15 02:22:08.005040,불고기,0
한식,2019-06-15 07:13:40.503057,떡갈비,0
한식,2019-06-15 07:52:04.361029,김치전,0
한식,2019-06-15 17:19:44.201298,김치전,0
한식,2019-06-15 21:47:24.118202,김치전,0
한식,2019-06-15 22:55:12.545231,떡갈비,0
한식,2019-06-09 01:21:06.585517,떡갈비,0
한식,2019-06-09 02:12:25.682430,떡갈비,0
한식,2019-06-09 02:13:22.031133,김치전,0
한식,2019-06-09 04:39:41.827963,떡갈비,0
한식,2019-06-09 07:51:52.703995,떡갈비,0
한식,2019-06-09 08:12:45.573565,불고기,0
한식,2019-06-09 16:47:16.815740,김치전,0
한식,2019-06-10 02:22:10.103278,불고기,0
한식,2019-06-10 03:50:23.488775,떡갈비,0
한식,2019-06-10 07:14:01.965172,떡갈비,0
한식,2019-06-10 08:23:39.969706,떡갈비,0
한식,2019-06-10 12:29:24.340178,김치전,0
한식,2019-06-10 12:55:56.404399,김치전,0
한식,2019-06-10 14:26:51.707742,불고기,0
한식,2019-06-10 19:26:26.493997,불고기,0
한식,2019-06-10 23:10:25.483349,떡갈비,0
한식,2019-06-11 04:24:45.468456,불고기,0
한식,2019-06-11 08:05:20.146535,불고기,0
한식,2019-06-11 09:30:27.841590,떡갈비,0
한식,2019-06-11 10:13:27.675641,김치전,0
한식,2019-06-11 11:57:02.263866,김치전,0
한식,2019-06-11 15:17:56.854035,불고기,0
한식,2019-06-11 19:40:07.694364,김치전,0
한식,2019-06-11 22:11:19.999412,불고기,0
한식,2019-06-11 23:19:20.160867,김치전,0
한식,2019-06-12 02:31:26.860272,떡갈비,0
한식,2019-06-12 06:22:34.933023,불고기,0
한식,2019-06-12 08:32:15.638348,불고기,0
한식,2019-06-12 16:54:17.646640,김치전,0
한식,2019-06-12 19:56:06.500113,불고기,0
한식,2019-06-12 23:08:00.409431,김치전,0
한식,2019-06-12 23:38:22.487478,불고기,0
한식,2019-06-13 01:55:35.082526,김치전,0
한식,2019-06-13 13:03:20.962921,불고기,0
한식,2019-06-13 13:40:56.632028,김치전,0
한식,2019-06-13 16:08:46.055728,김치전,0
한식,2019-06-13 22:58:49.780834,떡갈비,0
한식,2019-06-13 23:27:07.562962,불고기,0
한식,2019-06-14 03:35:58.557866,떡갈비,0
한식,2019-06-14 04:13:07.117997,떡갈비,0
한식,2019-06-14 12:23:54.638868,김치전,0
한식,2019-06-14 12:44:24.705212,김치전,0
한식,2019-06-15 01:17:33.222213,떡갈비,0
한식,2019-06-15 03:03:25.059718,떡갈비,0
한식,2019-06-15 05:49:10.938167,김치전,0
한식,2019-06-15 06:14:42.568464,불고기,0
한식,2019-06-15 16:03:34.611887,김치전,0
한식,2019-06-15 16:55:14.784748,떡갈비,0
한식,2019-06-15 19:25:37.931263,불고기,0
한식,2019-06-15 19:32:09.788627,떡갈비,0
한식,2019-06-09 06:48:07.404013,불고기,0
한식,2019-06-09 08:59:56.892435,떡갈비,0
한식,2019-06-09 09:41:51.881405,김치전,0
한식,2019-06-09 11:43:58.159540,떡갈비,0
한식,2019-06-09 12:31:36.663731,불고기,0
한식,2019-06-09 15:09:43.834500,김치전,0
한식,2019-06-09 23:21:13.691901,김치전,0
한식,2019-06-10 01:23:52.159827,불고기,0
한식,2019-06-10 02:29:07.236335,불고기,0
한식,2019-06-10 10:55:41.595180,떡갈비,0
한식,2019-06-10 11:49:25.353500,떡갈비,0
한식,2019-06-10 13:18:22.214708,떡갈비,0
한식,2019-06-10 22:41:08.103285,김치전,0
한식,2019-06-11 00:39:25.482289,떡갈비,0
한식,2019-06-11 01:13:29.707690,떡갈비,0
한식,2019-06-11 02:36:56.538437,떡갈비,0
한식,2019-06-11 08:32:56.758682,불고기,0
한식,2019-06-11 12:01:23.234086,불고기,0
한식,2019-06-12 04:20:27.860546,떡갈비,0
한식,2019-06-12 07:31:05.362647,떡갈비,0
한식,2019-06-12 10:57:09.480009,불고기,0
한식,2019-06-12 11:10:02.323072,불고기,0
한식,2019-06-12 11:38:41.202288,떡갈비,0
한식,2019-06-12 12:09:40.164613,떡갈비,0
한식,2019-06-12 18:14:36.258461,불고기,0
한식,2019-06-12 22:25:44.897737,김치전,0
한식,2019-06-12 23:05:57.258644,떡갈비,0
한식,2019-06-12 23:47:43.017217,김치전,0
한식,2019-06-13 00:24:43.440183,불고기,0
한식,2019-06-13 02:49:31.455274,불고기,0
한식,2019-06-13 03:30:46.470862,김치전,0
한식,2019-06-13 04:50:32.382781,떡갈비,0
한식,2019-06-13 13:44:33.964215,떡갈비,0
한식,2019-06-13 18:22:52.078001,떡갈비,0
한식,2019-06-14 08:03:54.118951,떡갈비,0
한식,2019-06-14 10:48:33.874457,김치전,0
한식,2019-06-14 12:30:47.221512,떡갈비,0
한식,2019-06-14 14:41:54.635419,떡갈비,0
한식,2019-06-14 14:45:57.932964,떡갈비,0
한식,2019-06-14 20:22:17.019870,불고기,0
한식,2019-06-14 21:25:28.000820,김치전,0
한식,2019-06-15 00:14:26.089897,불고기,0
한식,2019-06-15 01:47:40.236131,김치전,0
한식,2019-06-15 03:14:15.852206,떡갈비,0
한식,2019-06-15 03:23:44.055560,떡갈비,0
한식,2019-06-15 12:26:17.166044,떡갈비,0
한식,2019-06-15 15:05:48.009177,불고기,0
한식,2019-06-15 18:05:41.648878,불고기,0
한식,2019-06-15 18:34:18.910328,떡갈비,0
한식,2019-06-15 18:52:21.776533,떡갈비,0
