Search_Category,Search_Time,Search_Word,id
분식,2019-06-10 04:45:49.414428,튀김,4
양식,2019-06-10 06:15:07.102138,파스타,4
양식,2019-06-10 06:30:53.881018,햄버거,4
양식,2019-06-10 07:59:58.949942,파스타,4
중식,2019-06-10 08:43:32.109347,칠리새우,4
한식,2019-06-10 09:42:53.195455,떡갈비,4
일식,2019-06-10 10:54:51.898909,사시미,4
한식,2019-06-10 13:08:24.125150,불고기,4
중식,2019-06-10 14:54:14.415353,짬뽕,4
일식,2019-06-10 15:57:56.886450,가츠동,4
일식,2019-06-10 17:46:14.515199,사시미,4
일식,2019-06-10 18:47:10.219127,라멘,4
한식,2019-06-10 19:46:03.796666,떡갈비,4
양식,2019-06-10 21:19:42.075644,햄버거,4
한식,2019-06-11 01:38:55.145173,떡갈비,4
한식,2019-06-11 04:13:44.450330,떡갈비,4
양식,2019-06-11 05:44:43.133445,스테이크,4
양식,2019-06-11 06:37:38.111353,오믈렛,4
중식,2019-06-11 08:47:27.485950,칠리새우,4
일식,2019-06-11 12:13:44.808744,초밥,4
양식,2019-06-11 17:40:53.079880,샐러드,4
분식,2019-06-11 17:41:29.079678,오뎅,4
한식,2019-06-11 17:52:57.314666,비빔밥,4
분식,2019-06-11 17:54:08.562775,떡볶이,4
중식,2019-06-11 18:27:46.878034,짬뽕,4
중식,2019-06-11 18:42:28.552580,짬뽕,4
중식,2019-06-11 20:52:04.366556,칠리새우,4
중식,2019-06-12 00:20:32.149435,짬뽕,4
분식,2019-06-12 01:25:43.783294,오뎅,4
중식,2019-06-12 02:47:17.252298,자장면,4
양식,2019-06-12 05:22:35.486349,스테이크,4
한식,2019-06-12 05:47:56.219885,불고기,4
한식,2019-06-12 09:29:47.405103,떡갈비,4
중식,2019-06-12 09:58:41.500033,팔보채,4
일식,2019-06-12 10:19:46.775208,텐동,4
양식,2019-06-12 11:05:24.597996,피자,4
분식,2019-06-12 11:17:19.075186,튀김,4
분식,2019-06-12 11:28:48.585873,오뎅,4
양식,2019-06-12 14:39:12.477472,오믈렛,4
중식,2019-06-12 17:09:41.142197,자장면,4
한식,2019-06-12 19:34:43.871876,불고기,4
한식,2019-06-12 22:43:39.576201,떡갈비,4
일식,2019-06-13 00:03:18.403413,가츠동,4
중식,2019-06-13 00:32:49.327770,짬뽕,4
분식,2019-06-13 01:34:33.855440,순대,4
일식,2019-06-13 01:49:22.657024,사시미,4
분식,2019-06-13 04:42:13.834542,떡볶이,4
한식,2019-06-13 06:55:07.653490,김치전,4
중식,2019-06-13 07:44:50.422233,팔보채,4
한식,2019-06-13 09:38:27.246702,불고기,4
중식,2019-06-13 16:03:51.570731,짬뽕,4
일식,2019-06-13 16:10:33.573587,초밥,4
양식,2019-06-13 16:21:18.193352,파스타,4
분식,2019-06-13 18:32:24.962780,순대,4
중식,2019-06-13 21:45:53.060412,팔보채,4
양식,2019-06-13 21:54:55.216543,스테이크,4
일식,2019-06-14 00:48:37.323425,가츠동,4
양식,2019-06-14 01:35:30.660270,햄버거,4
양식,2019-06-14 04:50:55.420256,샐러드,4
분식,2019-06-14 05:33:56.429734,오뎅,4
분식,2019-06-14 11:59:12.528153,오뎅,4
한식,2019-06-14 11:59:16.615351,떡갈비,4
분식,2019-06-14 14:02:39.826018,오뎅,4
중식,2019-06-07 15:27:21.804376,칠리새우,4
중식,2019-06-07 18:59:45.644443,자장면,4
중식,2019-06-07 21:14:42.834078,자장면,4
중식,2019-06-08 01:40:23.815363,짬뽕,4
중식,2019-06-08 02:46:48.284848,자장면,4
중식,2019-06-08 03:56:01.249266,짬뽕,4
중식,2019-06-08 06:53:51.898084,칠리새우,4
중식,2019-06-08 07:50:03.812248,짬뽕,4
중식,2019-06-08 22:46:27.852199,짬뽕,4
중식,2019-06-09 05:28:29.915289,짬뽕,4
중식,2019-06-09 05:32:01.563024,칠리새우,4
중식,2019-06-09 06:24:04.406426,짬뽕,4
중식,2019-06-09 14:59:38.620559,칠리새우,4
중식,2019-06-09 17:08:30.913172,짬뽕,4
중식,2019-06-10 01:51:24.004954,자장면,4
중식,2019-06-10 06:02:28.788358,칠리새우,4
중식,2019-06-10 10:22:03.020907,자장면,4
중식,2019-06-10 11:45:15.901993,자장면,4
중식,2019-06-10 12:55:14.830960,짬뽕,4
중식,2019-06-10 13:48:24.752435,칠리새우,4
중식,2019-06-10 14:03:59.990093,자장면,4
중식,2019-06-10 15:26:10.827187,자장면,4
중식,2019-06-10 16:47:16.821347,칠리새우,4
중식,2019-06-10 21:15:23.495171,짬뽕,4
중식,2019-06-10 23:19:34.313622,짬뽕,4
중식,2019-06-11 03:07:23.016699,칠리새우,4
중식,2019-06-11 06:08:04.519482,칠리새우,4
중식,2019-06-11 15:05:47.117398,자장면,4
중식,2019-06-11 15:21:35.826748,자장면,4
중식,2019-06-11 18:13:57.439784,짬뽕,4
중식,2019-06-12 03:03:05.812066,칠리새우,4
중식,2019-06-12 06:48:31.190628,자장면,4
중식,2019-06-12 14:26:31.594739,짬뽕,4
중식,2019-06-12 15:42:55.727311,짬뽕,4
중식,2019-06-13 04:21:45.791885,칠리새우,4
중식,2019-06-13 08:14:54.790493,자장면,4
중식,2019-06-13 11:23:49.214662,자장면,4
중식,2019-06-13 12:44:51.737747,자장면,4
중식,2019-06-13 13:55:13.048886,칠리새우,4
중식,2019-06-13 16:33:06.358234,칠리새우,4
중식,2019-06-13 19:16:28.595706,짬뽕,4
중식,2019-06-13 20:29:18.419836,자장면,4
중식,2019-06-13 23:13:33.865079,짬뽕,4
중식,2019-06-13 23:15:59.631513,자장면,4
중식,2019-06-14 00:10:03.583926,짬뽕,4
중식,2019-06-14 02:13:11.118784,짬뽕,4
중식,2019-06-14 05:17:39.123785,칠리새우,4
중식,2019-06-14 06:40:40.727938,짬뽕,4
중식,2019-06-14 06:47:12.541394,칠리새우,4
중식,2019-06-14 11:07:05.747497,자장면,4
양식,2019-06-07 22:25:44.735652,오믈렛,4
양식,2019-06-08 00:24:39.858628,오믈렛,4
양식,2019-06-08 01:49:16.489724,샐러드,4
양식,2019-06-08 02:22:13.486489,스테이크,4
양식,2019-06-08 09:02:19.019948,스테이크,4
양식,2019-06-08 12:51:27.988836,오믈렛,4
양식,2019-06-08 14:21:23.752243,오믈렛,4
양식,2019-06-08 15:34:19.889904,스테이크,4
양식,2019-06-09 00:21:07.215773,샐러드,4
양식,2019-06-09 02:37:30.495816,스테이크,4
양식,2019-06-09 04:31:13.253780,샐러드,4
양식,2019-06-09 05:04:59.129666,오믈렛,4
양식,2019-06-09 06:58:16.488264,오믈렛,4
양식,2019-06-09 10:53:00.630236,샐러드,4
양식,2019-06-09 13:58:25.708837,오믈렛,4
양식,2019-06-09 14:21:16.091740,샐러드,4
양식,2019-06-09 19:41:49.895537,샐러드,4
양식,2019-06-09 20:31:42.112738,샐러드,4
양식,2019-06-10 05:33:38.112343,오믈렛,4
양식,2019-06-10 07:19:40.042012,스테이크,4
양식,2019-06-10 08:11:45.607194,샐러드,4
양식,2019-06-10 11:04:02.718291,오믈렛,4
양식,2019-06-10 16:41:04.098287,스테이크,4
양식,2019-06-10 19:16:15.702664,오믈렛,4
양식,2019-06-11 02:18:08.845334,샐러드,4
양식,2019-06-11 02:27:21.672031,오믈렛,4
양식,2019-06-11 12:04:56.113286,오믈렛,4
양식,2019-06-11 17:35:09.492069,스테이크,4
양식,2019-06-11 19:39:21.412540,오믈렛,4
양식,2019-06-11 20:54:31.283860,스테이크,4
양식,2019-06-11 21:53:00.990238,스테이크,4
양식,2019-06-11 22:05:07.458341,스테이크,4
양식,2019-06-12 01:25:33.673353,샐러드,4
양식,2019-06-12 09:51:28.749083,오믈렛,4
양식,2019-06-12 09:52:10.366617,오믈렛,4
양식,2019-06-12 11:26:58.774333,스테이크,4
양식,2019-06-12 14:07:07.424136,스테이크,4
양식,2019-06-12 14:16:29.444739,오믈렛,4
양식,2019-06-12 20:38:28.947749,스테이크,4
양식,2019-06-12 21:01:25.436903,오믈렛,4
양식,2019-06-13 00:44:05.071290,샐러드,4
양식,2019-06-13 02:52:25.729582,오믈렛,4
양식,2019-06-13 03:50:20.970856,샐러드,4
양식,2019-06-13 05:22:13.476321,오믈렛,4
양식,2019-06-13 16:26:46.913825,스테이크,4
양식,2019-06-13 18:22:49.549692,오믈렛,4
양식,2019-06-13 23:56:42.664298,오믈렛,4
양식,2019-06-14 04:26:07.792717,스테이크,4
양식,2019-06-14 08:09:57.626218,샐러드,4
양식,2019-06-14 09:53:11.266001,샐러드,4
중식,2019-06-07 15:24:06.347008,칠리새우,4
한식,2019-06-07 15:42:05.407910,된장찌개,4
한식,2019-06-07 16:20:14.999313,된장찌개,4
한식,2019-06-07 16:23:01.963492,된장찌개,4
